MeanF3,MeanFz,MeanF4,MeanC3,MeanC4,MeanP3,MeanPz,MeanP4,StdF3,StdFz,StdF4,StdC3,StdC4,StdP3,StdPz,StdP4,MaxF3,MaxFz,MaxF4,MaxC3,MaxC4,MaxP3,MaxPz,MaxP4,MinF3,MinFz,MinF4,MinC3,MinC4,MinP3,MinPz,MinP4,KurtF3,KurtFz,KurtF4,KurtC3,KurtC4,KurtP3,KurtPz,KurtP4,EntrF3,EntrFz,EntrF4,EntrC3,EntrC4,EntrP3,EntrPz,EntrP4
-29277.5992804663,3956.55523604022,-15285.8201417763,12587.0506295564,2180.77381629069,11269.0454577967,6881.16154382696,7688.83273873163,4718.0874055413,637.854297455653,2463.37719742952,2028.85761261765,351.547946847343,1816.16439516435,1108.96275931066,1239.31059760363,3787.35111583361,4546.26069242579,1984.71928177884,14639.3888060939,2508.49053137041,13063.6765769517,7897.91864869477,8934.54304435872,-33868.089986882,-503.770012360235,-17722.1883130133,-1641.25416661154,-283.046030594998,-1460.02175437024,-882.302363735071,-1001.67606994036,38.6554444540655,38.5587803741386,38.6541946847013,38.6405657718974,38.5922076282534,38.6475790016566,38.6119229588501,38.6424656141132,0.0121748042265776,0.0141216436696941,0.0132174683480904,0.0136950269602517,0.0145250818064237,0.0128808616913327,0.0140290889305249,0.0135700318393225
-30020.1426207811,4049.59649709434,-15554.9543010461,12892.4935834698,2207.1107819044,11542.0961396558,7011.63303173355,7872.16688796944,34.323957636336,15.6942609639837,32.9549043055619,38.2351977755061,12.7132868606174,16.0466942265181,30.1276576577111,23.225688420087,-29924.9706429913,4095.71018539908,-15496.173628535,13003.643590339,2246.91825704952,11599.3838603308,7093.98249645412,7934.26373759338,-30100.5825000957,4007.0429821361,-15617.0201198854,12790.6211757405,2171.74152073219,11500.6983981695,6927.66711972948,7806.54723026874,2.76121092140028,2.94443296754299,1.72209705409347,2.80800649286496,2.79536930833732,3.06445008432832,2.67795880215863,2.77090393414918,0.0188738333079463,0.0187565659897044,0.0188766042078794,0.018774443036648,0.0187577432615941,0.0186877745810684,0.0188218940733991,0.0188321007144154
-30021.085977692,4059.9011282998,-15476.7289187637,12888.2766711711,2190.10883864445,11515.2981904393,6973.62353037526,7870.6065375258,31.6538366864006,17.9664862098469,22.2738486654422,41.0127858009281,12.4539686203621,19.3476138514941,30.4506902272228,24.482117013114,-29905.0687383999,4126.21430265148,-15429.4982161025,12987.718179988,2228.50084230072,11567.9378571953,7070.53281278787,7940.73020579052,-30105.4086290857,4013.4148807685,-15521.2659046163,12747.7655726669,2157.47493286696,11448.0866534408,6895.66939029896,7785.92120375914,3.17466113469415,3.30698453992068,1.84171384509052,3.07726960796486,2.80820850327777,2.98847615025898,3.06584490172073,3.44433217240454,0.0186402229620841,0.0186688103085872,0.0189726782418006,0.0187150749710937,0.0187925267246079,0.0186323942825919,0.0187661112502965,0.0186499528116523
-30027.0408248084,4045.25809252101,-15435.2094789458,12906.6823826018,2168.70951468031,11516.7759915958,6954.80281689027,7870.02150546505,49.6436258668172,15.5146246714627,21.3524204987012,53.3288462646138,17.4712864685333,20.266630796895,31.7570990950026,30.3374669184669,-29894.7615080464,4089.78730463141,-15345.9417431738,13081.9977550878,2204.18498056535,11577.3956103327,7046.51999662268,7944.9675026566,-30194.0457240364,4001.98599982295,-15478.1864531315,12780.8223805701,2114.11666934205,11461.0799420439,6855.81444355517,7773.81409978328,4.26388369014673,2.61470264389035,5.27773738062923,3.04306443297465,2.71352881367431,3.14920421453338,2.93378306144447,2.76647969317618,0.0185828717908031,0.0187982334865898,0.018499090278137,0.0188014394990703,0.0188156901763454,0.0187383710299264,0.0187410002204095,0.0187974975205605
-30117.015446427,4033.65912178886,-15314.5705704299,12929.9503626378,2134.58237173661,11525.5609212697,6933.41557888317,7874.41766054079,50.1299274172995,16.3688479498543,38.8992829328321,57.4495613841824,21.8532137537429,30.1266716474696,32.6009058367109,34.6593026913468,-29948.9975988119,4079.19014277826,-15233.7459108774,13086.7945542172,2187.58988555452,11609.5447312925,7057.70458843384,7949.76509621923,-30255.8783932719,3981.55839832617,-15381.7778180909,12740.38266238,2075.51414427352,11443.5225723902,6841.16761476034,7762.39404174,3.02650874959612,3.23632220883219,1.83866743848722,2.78035053020825,2.32394709084159,2.22488839598508,3.61718673175669,2.62201321408824,0.0186794198722097,0.018720081252634,0.018965146095973,0.0187254556765805,0.0188521265459644,0.0187575651960894,0.0186255805031327,0.018763207026505
-30062.3634887836,4037.88132212929,-15353.6670319904,12919.4409804071,2137.34362766988,11506.7089806299,6928.62751087172,7886.02809906612,83.7229797832164,24.8875662121297,73.4797504851829,60.4767643099285,32.3965356161942,28.8736795435759,58.390302080751,32.2132396898186,-29902.3733226812,4110.37791035201,-15169.4228725562,13114.369346074,2202.61799368406,11603.9045393297,7060.51630727662,7984.05446292966,-30342.7699826023,3974.31594499268,-15465.3929892869,12784.006445968,2047.76991515378,11448.3752032037,6751.05479014172,7794.59903585927,4.27335099740973,2.70725665773954,2.90439762510815,3.02045960497988,2.52561657127096,3.23789482729189,2.87209306760695,3.04443092005048,0.0187123068151232,0.0187626398585464,0.0186552948919538,0.0188050518835074,0.0188943521084536,0.0187855204430676,0.0187987397240165,0.0187054785990876
-30061.8373731742,4080.24450382125,-15315.0002118596,12955.4547544536,2141.62179545542,11499.1361208723,6798.57211470328,7901.80829572779,77.0353086802482,64.5769764503109,55.7961795603116,72.0851480448552,53.4375625424078,40.0676146239946,168.080112592563,53.323934899806,-29826.2089514112,4262.26746998579,-15206.2195721247,13106.5041779619,2253.76706325814,11588.8935939477,7134.69749316826,8028.6226351605,-30190.4442040296,3952.83012188425,-15436.7835798725,12744.1840347411,2035.29621602752,11392.8014183343,6502.90400289856,7779.8533073112,3.28983348087463,2.15515400153905,2.15447582867311,2.6520927527793,1.61780798628425,2.53751719309467,1.52945030446312,2.19320397591178,0.0187678012830843,0.0187590534132299,0.0189183982836262,0.0188882096822404,0.018777349287639,0.0188985043424093,0.0188422613453383,0.0189176426793609
-30088.2300719793,4110.41479329071,-15332.6042169327,12975.2216464457,2172.76263064995,11521.1908280681,6698.02325090857,7943.22113954899,38.7325659817965,20.8981188858521,64.0997349615542,46.3447009853641,19.9681977291641,19.7209503472749,46.9885256978036,36.8364152140812,-29941.4440543904,4170.73107146032,-15122.6038686233,13081.00901408,2233.32294475895,11567.1987473957,6817.70883596039,8034.87714759125,-30164.3088192668,4045.50738309322,-15429.7346997689,12832.3450360356,2122.76495356968,11458.978439914,6535.26310144585,7865.56449746473,4.37305967985837,2.7970690947135,4.27106148211386,2.88138192200585,2.72760824633388,2.89870527373049,4.22540378291711,2.41696156043938,0.0186866749575294,0.0187494973554813,0.0186157656437927,0.0188012041174632,0.0188140197704181,0.0187884519739237,0.0186032404848932,0.019000801194857
-30153.3106960381,4115.057839135,-15057.3421576276,13018.5481355212,2139.06395318765,11494.453328151,6517.76986167638,7925.75973599439,33.1317215440462,30.8800882720843,29.9110426274467,39.7134115490495,13.0129791767928,16.1729484277198,32.9944167931229,24.411226696538,-30038.1151430349,4179.16614179745,-14990.0266606129,13130.5259350052,2181.41150107737,11542.9567209952,6635.97921020493,7993.63625801376,-30238.6361298144,4043.33016549543,-15130.5287240337,12899.2322548663,2108.48490463237,11438.1271867789,6443.62530161063,7846.22312582468,3.13108894299636,1.95989618901128,2.81200177051392,2.86372681605258,2.88622648523862,3.16276669633703,3.29983746345306,3.16991312273617,0.018694004309671,0.0189499882858647,0.0187718067710096,0.0187487641334146,0.0187540917771397,0.0186454869960548,0.0187533298144823,0.0186976908931085
-30152.6881531285,4147.70668902372,-15038.4326056936,13005.7075365579,2129.53679183139,11496.6115583299,6475.95023465213,7935.60794842709,27.9415531373014,13.9369234394413,24.8693823374121,36.5723538650945,10.5291096043136,14.5450703077572,30.789734475319,21.6176828699326,-30061.9860633783,4181.65119049755,-14989.623750325,13129.0169334762,2159.2940441175,11540.1578757918,6565.44528811458,8000.88577275151,-30227.5938805425,4097.46140058295,-15084.8329106522,12906.5794390198,2097.92307069204,11449.216973256,6404.01412456699,7871.45251830784,2.89501153054824,3.09440377104933,1.5466061259665,2.91314006251528,3.07351020854142,2.97522812182284,2.95951508838772,3.02425014132593,0.0187296419739732,0.0187356908931085,0.0188778431270642,0.0187442942520426,0.0187488144747007,0.0186890198586454,0.0188162334865898,0.0187078780609681
-28595.8173091501,3492.67715168079,-14821.4760030208,12015.0374726743,2050.21701074688,11276.9013182333,7441.76639256722,7140.69396626835,4607.8772165149,562.825190044535,2388.33396430682,1936.67434303406,330.436629465284,1817.18838091803,1199.22789199244,1150.98915108067,3687.48563862952,4033.00686885088,1916.1692056509,13867.7225052348,2376.91793010465,13009.0176876165,8611.47364791422,8224.10154943746,-32992.1568830812,-451.284157942935,-17130.0833060774,-1548.83377647978,-267.080080772128,-1453.23316636536,-964.16064016256,-919.063022557655,38.6560559039865,38.6350782085081,38.660566722501,38.6173409180993,38.6316092538316,38.6506821196802,38.6477336090011,38.6140965670814,0.0120937369888815,0.0141481646955947,0.0119407094663222,0.0134817333127714,0.0142345513424383,0.0125950980750103,0.0137985765153973,0.0135361898980318
-29324.6572927475,3590.9154010639,-15181.2139958241,12326.8584579665,2098.90359189412,11549.0848530637,7611.69115739139,7328.41782719204,28.1263095709609,14.8550093277479,12.7895643689258,36.9159100501103,8.34096503509442,15.8808826278229,26.3898610905555,23.0235270257835,-29247.6901056911,3630.50179460914,-15150.9009248424,12423.5567240787,2121.34221672083,11593.3331849221,7678.78995919805,7389.30801953582,-29403.795797956,3550.63144451601,-15222.7068752174,12223.0079234483,2074.65349628753,11507.7338725148,7540.04801408357,7266.60372097538,2.67786468382314,2.64731878494679,3.02816825976433,2.69864531764265,2.65626185380059,2.69344545503075,2.63087479682426,2.7029140603306,0.0188077809394606,0.0188332970728572,0.0187318326025585,0.0188161914775307,0.0188181587359056,0.0188459429925343,0.01886581022036,0.0188756943424589
-29309.1935092364,3597.55428388406,-15199.868939829,12330.6483662817,2092.69909877569,11535.3027753531,7609.36290621526,7343.49501855561,59.7958168577966,18.9179870468142,13.8622809105847,52.0718210407017,13.0343550361887,29.6984462026528,44.0204545352976,26.8135985156236,-29002.686487155,3649.93314860386,-15158.7994474569,12456.3451937182,2121.78375500336,11591.7894612896,7820.95546526712,7409.72825436507,-29400.3465795807,3546.37064533599,-15241.5345809615,12116.2726072332,2037.29668762346,11389.5011958482,7509.83554852918,7259.10549712158,13.1093626235604,2.90372666502473,3.91908031046062,4.35156526648261,6.91043554875717,9.54957523286797,7.7140605030952,2.91642276952917,0.0181244047723408,0.0187943877591205,0.0185996916098715,0.0185651946398789,0.0184675904873298,0.0182330697785699,0.0183837852820286,0.0187808661377986
-29288.5274964309,3605.43664998049,-15390.3063748399,12293.8985323393,2196.95524148758,11527.1513457213,7593.97323246401,7461.4188692781,92.7410650245524,21.2856283405015,159.157571971025,60.5530102157149,59.8213774775409,34.0964335922852,53.1654884833572,65.5740577991325,-29083.3514022753,3662.4253912944,-15177.3464944138,12471.7816767731,2298.26403483194,11635.4611709312,7770.59934832653,7589.89544602342,-29580.847315322,3543.37813291696,-15638.1952583735,12129.8991883471,2060.79366469382,11437.3949986069,7427.36027058552,7253.52961835515,3.44254782377855,2.79304830110039,1.42467169962688,2.86048968911138,2.05863762372742,3.58712235342797,3.53366331143125,2.74379372574489,0.0186594289745646,0.0187593263651319,0.0186967782837252,0.0187222229620841,0.0188984395759222,0.0186522229620841,0.0185991224680782,0.0187756783300278
-29260.7561172301,3597.26816737953,-15554.6157079556,12333.984626528,2174.38145067193,11560.1864225116,7690.81265607772,7458.73850201704,76.0930007029456,27.7458471771545,30.6284027361106,53.9770820283247,25.4254261867412,31.6865854831443,55.1981826187901,41.1984882564744,-29025.6603638898,3661.54495658094,-15472.5074142412,12473.5370608818,2232.21037462349,11654.7332587307,7868.72815154033,7566.52567400117,-29467.6510508014,3511.68507787251,-15630.8659623178,12169.5013211499,2103.55814349359,11472.1474007084,7545.65035569858,7331.11500810638,3.90930951586001,2.59097814778918,2.71978095421535,2.89383262169125,2.87473863108771,3.16119698290839,3.75170908327374,3.1028074178765,0.018623510635325,0.0187773976550904,0.0187611302486212,0.0187812676268786,0.0187230680610176,0.0186986273068411,0.018684954762,0.0187909003549394
-29150.6260135281,3697.92288087925,-16040.8673765182,12453.5112296745,2303.29400496537,11604.6176069275,7618.25588494311,7513.89178265664,137.326585439354,46.0286000273109,405.870197900855,81.050260963461,121.076207382047,75.1337035277566,127.351735480749,100.713256148936,-28616.3937483074,3789.13370640448,-15505.1240167755,12664.6021780374,2492.3230290377,11786.8809300698,8025.53071010375,7684.25685702445,-29390.1351741773,3580.77003977838,-16591.6178455039,12217.2355573445,2071.41067496045,11464.2287795197,7377.78458507689,7290.06635934371,5.8675771426273,2.37072517064917,1.2173151980293,2.90178195264596,1.65043794768557,2.29936798349891,3.40810301802505,2.1278023542533,0.018576311311395,0.0189165260078448,0.0182300535228819,0.0187715910276384,0.0188281691067074,0.0189447690049158,0.0187007175182724,0.0189745043424093
-29241.4527774169,3725.96453012079,-16405.4110011681,12524.556085183,2398.66149560907,11683.7910399959,7730.61769231023,7583.27293536599,208.566623528018,35.1981725016236,105.455659381895,98.0845698647871,63.4269704959393,72.5708641677826,135.793756495453,62.571969871853,-28543.32998867,3822.08520814838,-16147.1531805637,12739.6654155867,2553.53680247192,11848.4704572673,8214.21415445331,7713.93374041504,-29728.811300313,3597.02213420809,-16575.7044078354,12147.7372732017,2233.36497152853,11438.4079073355,7403.62714315011,7365.16208521153,4.68919513895463,3.74376439958323,2.27038064155552,4.74116749005234,3.10808502925487,4.49032596424891,5.30518388605726,3.9289605402241,0.0185756079219116,0.0185449367223694,0.018908080535871,0.0185697685528345,0.0187366551655896,0.0186541112502965,0.0184355854935809,0.0186908621367643
-29282.5397024058,3707.20625551178,-16162.2234039848,12534.3267809909,2298.89506905829,11649.5448570267,7727.47461319843,7527.3155306044,88.8734257912238,23.7004035371838,148.583495099754,61.3451038449765,50.6595855411008,32.7699185675499,76.5103194578184,45.5392222521389,-29118.5891361735,3770.34378063213,-15776.4177252666,12716.2862839073,2382.8522525896,11743.0337487392,7883.04557325652,7625.7012787311,-29558.4655160573,3629.57074367005,-16373.7581769547,12382.7621647066,2145.11022910519,11537.1786395444,7500.64508305362,7383.15308077184,3.63332358855069,2.84790209275591,2.85614434490279,2.75550652545843,3.19042369329992,3.15948503978042,3.04817446255724,2.9725433917951,0.0188485909394111,0.018732626590078,0.0185729599750349,0.0188278751519262,0.0187835882836757,0.0185817496313617,0.0188256104894197,0.0187691490050149
-29376.096724967,3614.62589481031,-15668.931802124,12514.0794598371,2135.22954791642,11614.1259076336,7730.48300152262,7436.48471537089,36.5870250699256,30.0990957658277,38.2269319837486,48.0720583207245,26.9517000707287,30.9371889862702,61.1465274214594,26.7170318385947,-29285.3967977029,3706.25104437134,-15587.6530888744,12629.077885814,2203.97206717361,11684.6515933643,7877.87791466678,7495.01629918366,-29467.280020659,3550.35475964773,-15795.5406799253,12387.0308811656,2081.40468055526,11537.095355253,7594.51901990701,7357.3970938461,2.43686916253298,2.47527175442933,4.12558537788165,2.42819404937559,1.99223921800884,2.21617014852188,2.1209611747321,2.39390214969773,0.0189152201298942,0.018878070716753,0.0187228752401535,0.0189304135792941,0.018914339545373,0.0188898227834406,0.0189291202644241,0.018888994567405
-29392.0312032444,3649.07142793318,-15521.7257140809,12512.8622395406,2144.87560081996,11567.3089096168,7612.12818326849,7427.51055614633,63.7814202366822,29.1596659145914,87.009918164839,49.112660609972,27.0728756465703,29.1420256527504,48.1804809566287,35.1899537926295,-29216.0027683904,3725.44880598172,-15371.9021816232,12639.5682452686,2204.01681271369,11648.6481283995,7776.49427948947,7514.19099021376,-29596.6586610121,3570.00707131367,-15632.9587047794,12359.9156517199,2080.42632205653,11499.1181059584,7487.84122507431,7300.74174792075,3.50672226440871,2.80154547295323,1.55532816828384,3.00962102577295,2.09861456015341,2.74290479656762,3.2976906705048,3.43361042289668,0.0186667906817267,0.0187781482113999,0.0188892621389533,0.0187805909394111,0.0189182516912995,0.0188570071304856,0.0187292299490121,0.0186979102622846
-28611.295133263,3808.48836679942,-14939.0861845816,11703.2826657079,2366.22514143186,11645.680355373,6750.85925326842,7275.84553526405,4610.16073546283,613.92407223858,2407.50326136632,1885.90013270367,381.369809450287,1876.25229635987,1088.90700122861,1172.78993493105,3697.267253267,4413.97913005496,1932.46002086944,13482.6658114063,2745.74887438306,13444.4769259006,7867.92781825164,8402.32550615471,-33066.7264909123,-496.322872990417,-17290.3975752388,-1500.85478767966,-307.164038719377,-1501.31628058172,-883.647473760386,-940.421820404879,38.6642756592499,38.6219413854452,38.6506096612133,38.6285662322461,38.6246737598528,38.6689500698691,38.5668419412174,38.6179100059478,0.012449673238686,0.0141352329416122,0.0127198063372241,0.0137070379684711,0.0141362331747336,0.0128067089273779,0.0142212599758116,0.013772488571995
-29287.8672633883,3889.65810985358,-15258.0662560227,12011.1193126697,2398.92583475224,11926.9497836695,6861.15177565535,7458.12870281065,36.4380575126368,19.0977563980812,23.9628498297518,37.9275722413454,9.83073420946941,18.7829416982953,33.8429252756157,25.0074785366976,-29198.2734075522,3944.99320709442,-15201.6103088357,12118.8525644394,2421.65640042126,11974.7784279492,6945.31313053056,7526.67307528411,-29373.8076035215,3838.41676420892,-15310.8082674026,11903.0205035529,2376.36318971591,11873.7781521715,6773.69179548106,7387.72190032105,2.4495882668817,2.64912683474831,2.09141636166515,2.87473625500731,2.30614412059307,2.78048798640731,2.60046608192283,2.89518091961979,0.0189125721830174,0.0188010909835247,0.0189290295013088,0.0187897558246747,0.0189609108794451,0.0187931935929575,0.0188857194572447,0.0187836042961067
-29237.1529569683,3872.99110486651,-15203.1800136849,12019.8381631786,2384.22594710753,11908.4214190391,6806.0978536369,7448.75848282463,30.7807902468388,18.5549869704097,17.8379732830629,40.3225498007108,6.77725216261316,19.1550986041053,31.526738067746,25.4466772065954,-29126.9950555935,3927.4489529784,-15152.7915967005,12147.240268435,2404.8857507307,11958.8319578649,6917.46821756184,7530.68075152753,-29327.9492084047,3820.67897794515,-15254.3395404009,11879.6190404081,2363.90166010582,11847.2730939725,6700.03594755445,7357.48602076971,3.11566551938949,2.83138123478666,2.90172484926785,3.12154670165071,2.87134078811016,2.81645424653648,3.47577172250287,3.14609967210675,0.018618148928163,0.0187571099049976,0.0187688494086045,0.0186296517930912,0.0187218808049307,0.018797264882916,0.0185827202622351,0.0186019493623019
-29249.1119046787,3869.80921639498,-15193.4179827935,12048.1887828746,2383.16888452763,11914.6549535823,6769.65084027211,7457.05720982068,35.004793813854,22.7778214929515,40.9795005966381,46.6274824397938,20.1244914540258,22.4918702727264,32.3949992177418,28.5181274015537,-29152.9013790086,3935.19992644369,-15139.4906771986,12184.8370359393,2459.09529540491,11969.3797265636,6876.67953722633,7530.42233847699,-29343.6578466878,3805.03697769472,-15332.313714052,11914.22230761,2353.90659116532,11852.566676847,6671.79132330614,7381.15951432301,2.71394011573894,2.90335573811644,5.06313578016703,2.88875714843018,6.71591601469836,2.45950311293048,3.00218071242517,2.54321668683211,0.018764887086471,0.0187850720620519,0.018423918054203,0.0187500364996122,0.0182387050988643,0.0188450853305202,0.0186451901436071,0.0188714756900458
